	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV72	NA	NA	NA	NA	NA	NA	NA
ASV73	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	NA
ASV74	NA	NA	NA	NA	NA	NA	NA
ASV75	NA	NA	NA	NA	NA	NA	NA
ASV76	NA	NA	NA	NA	NA	NA	NA
ASV77	NA	NA	NA	NA	NA	NA	NA
ASV78	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV79	NA	NA	NA	NA	NA	NA	NA
ASV80	NA	NA	NA	NA	NA	NA	NA
ASV81	NA	NA	NA	NA	NA	NA	NA
ASV82	NA	NA	NA	NA	NA	NA	NA
ASV83	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV84	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV85	NA	NA	NA	NA	NA	NA	NA
ASV86	NA	NA	NA	NA	NA	NA	NA
ASV87	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
ASV88	NA	NA	NA	NA	NA	NA	NA
ASV90	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	NA
ASV91	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV92	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV93	Fungi	NA	NA	NA	NA	NA	NA
ASV94	NA	NA	NA	NA	NA	NA	NA
ASV95	NA	NA	NA	NA	NA	NA	NA
ASV96	NA	NA	NA	NA	NA	NA	NA
ASV97	NA	NA	NA	NA	NA	NA	NA
ASV98	NA	NA	NA	NA	NA	NA	NA
ASV99	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV100	NA	NA	NA	NA	NA	NA	NA
ASV101	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV102	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV103	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV104	NA	NA	NA	NA	NA	NA	NA
ASV105	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV106	NA	NA	NA	NA	NA	NA	NA
ASV107	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV108	NA	NA	NA	NA	NA	NA	NA
ASV109	NA	NA	NA	NA	NA	NA	NA
ASV110	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV111	NA	NA	NA	NA	NA	NA	NA
ASV112	Fungi	NA	NA	NA	NA	NA	NA
ASV113	NA	NA	NA	NA	NA	NA	NA
ASV114	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV115	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV116	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV117	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV118	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV119	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV120	NA	NA	NA	NA	NA	NA	NA
ASV121	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV122	NA	NA	NA	NA	NA	NA	NA
ASV123	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV124	NA	NA	NA	NA	NA	NA	NA
ASV125	NA	NA	NA	NA	NA	NA	NA
ASV126	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV127	NA	NA	NA	NA	NA	NA	NA
ASV128	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV129	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV130	NA	NA	NA	NA	NA	NA	NA
ASV131	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV132	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV133	NA	NA	NA	NA	NA	NA	NA
ASV134	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala heteromorpha
ASV135	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV136	NA	NA	NA	NA	NA	NA	NA
ASV137	NA	NA	NA	NA	NA	NA	NA
ASV138	NA	NA	NA	NA	NA	NA	NA
ASV139	NA	NA	NA	NA	NA	NA	NA
ASV140	NA	NA	NA	NA	NA	NA	NA
ASV141	NA	NA	NA	NA	NA	NA	NA
ASV142	NA	NA	NA	NA	NA	NA	NA
ASV143	NA	NA	NA	NA	NA	NA	NA
ASV144	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV145	NA	NA	NA	NA	NA	NA	NA
ASV146	NA	NA	NA	NA	NA	NA	NA
ASV147	NA	NA	NA	NA	NA	NA	NA
ASV148	NA	NA	NA	NA	NA	NA	NA
ASV149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
ASV150	NA	NA	NA	NA	NA	NA	NA
ASV151	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV152	NA	NA	NA	NA	NA	NA	NA
ASV153	NA	NA	NA	NA	NA	NA	NA
ASV154	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV156	NA	NA	NA	NA	NA	NA	NA
ASV157	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium oxalicum
ASV158	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV159	NA	NA	NA	NA	NA	NA	NA
ASV160	Fungi	NA	NA	NA	NA	NA	NA
ASV161	NA	NA	NA	NA	NA	NA	NA
ASV162	NA	NA	NA	NA	NA	NA	NA
ASV163	NA	NA	NA	NA	NA	NA	NA
ASV164	NA	NA	NA	NA	NA	NA	NA
ASV165	NA	NA	NA	NA	NA	NA	NA
ASV166	NA	NA	NA	NA	NA	NA	NA
ASV167	NA	NA	NA	NA	NA	NA	NA
ASV168	NA	NA	NA	NA	NA	NA	NA
ASV169	NA	NA	NA	NA	NA	NA	NA
ASV170	NA	NA	NA	NA	NA	NA	NA
ASV171	NA	NA	NA	NA	NA	NA	NA
ASV172	NA	NA	NA	NA	NA	NA	NA
ASV173	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia lagerstroemiae
ASV174	NA	NA	NA	NA	NA	NA	NA
ASV175	NA	NA	NA	NA	NA	NA	NA
ASV176	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV177	NA	NA	NA	NA	NA	NA	NA
ASV178	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV179	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV180	NA	NA	NA	NA	NA	NA	NA
ASV181	NA	NA	NA	NA	NA	NA	NA
ASV182	NA	NA	NA	NA	NA	NA	NA
ASV183	NA	NA	NA	NA	NA	NA	NA
ASV184	NA	NA	NA	NA	NA	NA	NA
ASV185	NA	NA	NA	NA	NA	NA	NA
ASV186	NA	NA	NA	NA	NA	NA	NA
ASV188	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV190	NA	NA	NA	NA	NA	NA	NA
ASV191	NA	NA	NA	NA	NA	NA	NA
ASV192	NA	NA	NA	NA	NA	NA	NA
ASV193	NA	NA	NA	NA	NA	NA	NA
ASV194	NA	NA	NA	NA	NA	NA	NA
ASV195	NA	NA	NA	NA	NA	NA	NA
ASV196	NA	NA	NA	NA	NA	NA	NA
ASV197	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV198	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	NA
ASV199	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV200	NA	NA	NA	NA	NA	NA	NA
ASV201	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV202	Fungi	NA	NA	NA	NA	NA	NA
ASV203	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	NA
ASV204	NA	NA	NA	NA	NA	NA	NA
ASV205	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	NA
ASV206	Fungi	NA	NA	NA	NA	NA	NA
ASV207	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV208	NA	NA	NA	NA	NA	NA	NA
ASV209	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	NA	NA
ASV210	NA	NA	NA	NA	NA	NA	NA
ASV211	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV212	NA	NA	NA	NA	NA	NA	NA
ASV213	NA	NA	NA	NA	NA	NA	NA
ASV214	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV215	NA	NA	NA	NA	NA	NA	NA
ASV216	NA	NA	NA	NA	NA	NA	NA
ASV217	NA	NA	NA	NA	NA	NA	NA
ASV218	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV219	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV220	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	NA
ASV221	NA	NA	NA	NA	NA	NA	NA
ASV222	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV223	NA	NA	NA	NA	NA	NA	NA
ASV225	NA	NA	NA	NA	NA	NA	NA
ASV226	NA	NA	NA	NA	NA	NA	NA
ASV227	NA	NA	NA	NA	NA	NA	NA
ASV228	NA	NA	NA	NA	NA	NA	NA
ASV229	NA	NA	NA	NA	NA	NA	NA
ASV230	NA	NA	NA	NA	NA	NA	NA
ASV231	Fungi	NA	NA	NA	NA	NA	NA
ASV232	NA	NA	NA	NA	NA	NA	NA
ASV233	NA	NA	NA	NA	NA	NA	NA
ASV234	NA	NA	NA	NA	NA	NA	NA
ASV235	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV236	NA	NA	NA	NA	NA	NA	NA
ASV238	NA	NA	NA	NA	NA	NA	NA
ASV239	NA	NA	NA	NA	NA	NA	NA
ASV240	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV241	NA	NA	NA	NA	NA	NA	NA
ASV242	NA	NA	NA	NA	NA	NA	NA
ASV244	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV246	NA	NA	NA	NA	NA	NA	NA
ASV247	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV248	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV249	NA	NA	NA	NA	NA	NA	NA
ASV250	NA	NA	NA	NA	NA	NA	NA
ASV251	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
ASV252	NA	NA	NA	NA	NA	NA	NA
ASV253	NA	NA	NA	NA	NA	NA	NA
ASV255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV256	NA	NA	NA	NA	NA	NA	NA
ASV257	NA	NA	NA	NA	NA	NA	NA
ASV258	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV259	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV260	NA	NA	NA	NA	NA	NA	NA
ASV261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV262	NA	NA	NA	NA	NA	NA	NA
ASV263	NA	NA	NA	NA	NA	NA	NA
ASV264	Fungi	Basidiomycota	Agaricomycetes	Atheliales	NA	NA	NA
ASV265	NA	NA	NA	NA	NA	NA	NA
ASV266	NA	NA	NA	NA	NA	NA	NA
ASV267	NA	NA	NA	NA	NA	NA	NA
ASV268	NA	NA	NA	NA	NA	NA	NA
ASV269	NA	NA	NA	NA	NA	NA	NA
ASV270	NA	NA	NA	NA	NA	NA	NA
ASV271	NA	NA	NA	NA	NA	NA	NA
ASV272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV273	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV274	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV275	NA	NA	NA	NA	NA	NA	NA
ASV276	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV277	NA	NA	NA	NA	NA	NA	NA
ASV278	NA	NA	NA	NA	NA	NA	NA
ASV279	NA	NA	NA	NA	NA	NA	NA
ASV280	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV281	Fungi	NA	NA	NA	NA	NA	NA
ASV282	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV283	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV284	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV286	NA	NA	NA	NA	NA	NA	NA
ASV287	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV288	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercosporella	Cercosporella tinosporae
ASV289	NA	NA	NA	NA	NA	NA	NA
ASV290	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV291	NA	NA	NA	NA	NA	NA	NA
ASV292	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV293	NA	NA	NA	NA	NA	NA	NA
ASV294	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV295	Fungi	NA	NA	NA	NA	NA	NA
ASV296	NA	NA	NA	NA	NA	NA	NA
ASV297	NA	NA	NA	NA	NA	NA	NA
ASV298	NA	NA	NA	NA	NA	NA	NA
ASV299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
ASV300	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV301	NA	NA	NA	NA	NA	NA	NA
ASV302	NA	NA	NA	NA	NA	NA	NA
ASV303	NA	NA	NA	NA	NA	NA	NA
ASV304	NA	NA	NA	NA	NA	NA	NA
ASV305	NA	NA	NA	NA	NA	NA	NA
ASV306	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV307	NA	NA	NA	NA	NA	NA	NA
ASV308	NA	NA	NA	NA	NA	NA	NA
ASV309	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
ASV310	NA	NA	NA	NA	NA	NA	NA
ASV311	NA	NA	NA	NA	NA	NA	NA
ASV312	NA	NA	NA	NA	NA	NA	NA
ASV313	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
ASV314	NA	NA	NA	NA	NA	NA	NA
ASV315	NA	NA	NA	NA	NA	NA	NA
ASV317	NA	NA	NA	NA	NA	NA	NA
ASV318	NA	NA	NA	NA	NA	NA	NA
ASV319	NA	NA	NA	NA	NA	NA	NA
ASV320	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV321	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV322	NA	NA	NA	NA	NA	NA	NA
ASV323	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV324	NA	NA	NA	NA	NA	NA	NA
ASV325	NA	NA	NA	NA	NA	NA	NA
ASV326	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
ASV328	Fungi	NA	NA	NA	NA	NA	NA
ASV329	NA	NA	NA	NA	NA	NA	NA
ASV330	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV331	NA	NA	NA	NA	NA	NA	NA
ASV332	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV333	NA	NA	NA	NA	NA	NA	NA
ASV334	NA	NA	NA	NA	NA	NA	NA
ASV335	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV336	NA	NA	NA	NA	NA	NA	NA
ASV337	NA	NA	NA	NA	NA	NA	NA
ASV338	NA	NA	NA	NA	NA	NA	NA
ASV339	NA	NA	NA	NA	NA	NA	NA
ASV340	NA	NA	NA	NA	NA	NA	NA
ASV341	NA	NA	NA	NA	NA	NA	NA
ASV342	NA	NA	NA	NA	NA	NA	NA
ASV343	NA	NA	NA	NA	NA	NA	NA
ASV344	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV345	NA	NA	NA	NA	NA	NA	NA
ASV346	NA	NA	NA	NA	NA	NA	NA
ASV347	NA	NA	NA	NA	NA	NA	NA
ASV348	NA	NA	NA	NA	NA	NA	NA
ASV349	NA	NA	NA	NA	NA	NA	NA
ASV350	NA	NA	NA	NA	NA	NA	NA
ASV351	NA	NA	NA	NA	NA	NA	NA
ASV352	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV353	NA	NA	NA	NA	NA	NA	NA
ASV354	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	NA
ASV355	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA
ASV356	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV357	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV358	Fungi	NA	NA	NA	NA	NA	NA
ASV359	NA	NA	NA	NA	NA	NA	NA
ASV360	NA	NA	NA	NA	NA	NA	NA
ASV361	NA	NA	NA	NA	NA	NA	NA
ASV362	NA	NA	NA	NA	NA	NA	NA
ASV363	NA	NA	NA	NA	NA	NA	NA
ASV365	NA	NA	NA	NA	NA	NA	NA
ASV367	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV368	NA	NA	NA	NA	NA	NA	NA
ASV369	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV370	NA	NA	NA	NA	NA	NA	NA
ASV371	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV372	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV373	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV374	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
ASV375	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA
ASV376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV377	NA	NA	NA	NA	NA	NA	NA
ASV378	NA	NA	NA	NA	NA	NA	NA
ASV379	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV380	NA	NA	NA	NA	NA	NA	NA
ASV381	NA	NA	NA	NA	NA	NA	NA
ASV382	NA	NA	NA	NA	NA	NA	NA
ASV383	NA	NA	NA	NA	NA	NA	NA
ASV384	NA	NA	NA	NA	NA	NA	NA
ASV385	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV386	Fungi	NA	NA	NA	NA	NA	NA
ASV387	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV388	NA	NA	NA	NA	NA	NA	NA
ASV389	Fungi	NA	NA	NA	NA	NA	NA
ASV392	NA	NA	NA	NA	NA	NA	NA
ASV393	NA	NA	NA	NA	NA	NA	NA
ASV394	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV395	Fungi	NA	NA	NA	NA	NA	NA
ASV396	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
ASV397	NA	NA	NA	NA	NA	NA	NA
ASV398	NA	NA	NA	NA	NA	NA	NA
ASV400	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV401	NA	NA	NA	NA	NA	NA	NA
ASV402	NA	NA	NA	NA	NA	NA	NA
ASV403	NA	NA	NA	NA	NA	NA	NA
