	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV405	4.89849711011547	3.04071864058999	0.672120171486862	4.52406990533155	6.06616737396776e-06	0.000185427981079933	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Protousnea	Protousnea dusenii
ASV423	10.4523758324731	3.47051049648655	0.727949934946899	4.76751261299269	1.86514322078136e-06	6.80476446033457e-05	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Protousnea	Protousnea dusenii
ASV4692	3.55572271239612	-2.24631126750743	0.550962761282487	-4.07706550308164	4.56076476703406e-05	0.000991966336829909	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV493	11.8861961888743	3.57028620993826	0.778987284313858	4.58324067906065	4.57824564706321e-06	0.000146547051702693	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV5073	3.93549163592833	1.96424203965076	0.515415298127544	3.81098901562812	0.00013841191811884	0.00256629310479358	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV521	9.261713705262	-4.09395229322332	0.720635480045477	-5.68103071051257	1.33885432063187e-08	1.13568317747599e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala heteromorpha
ASV589	9.10711793707867	3.13915723695153	0.761774536427611	4.12084821274389	3.77480069442797e-05	0.00086539856460771	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	Neocosmospora falciformis
ASV5982	19.7684491250277	3.10138448156199	0.758176393737341	4.0905843378664	4.30287702430153e-05	0.000960271806188777	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces roseus
ASV617	5.90275541670636	2.6546204839338	0.7153957186156	3.71070222375792	0.00020668511290018	0.00342089067351371	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV630	2.92579007391595	2.09062477557739	0.587176416879786	3.56047129189354	0.000370189783426001	0.00571881203022697	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
ASV688	26.3311546994074	-5.38947563750944	0.743740309625906	-7.24644821284501	4.27842657507182e-13	1.45167013692187e-10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV717	105.916574742702	-3.43564661785487	0.785286071551271	-4.37502553823222	1.21418262380199e-05	0.00033720256809041	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV72	4.86152644532419	-2.92694011347101	0.67089123355954	-4.36276398775041	1.28429470200293e-05	0.000345842216182217	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV784	30.143725860075	-3.4179671900508	0.762525496290633	-4.48243003896628	7.37978400768419e-06	0.000221589443699756	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV823	3.5431332404724	-2.55658540827934	0.597380772653649	-4.2796580092838	1.871807104054e-05	0.000481139507882972	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citrimacularis
ASV862	32.2195226752287	3.61175531890422	0.72643091229459	4.97191853729862	6.6293562485637e-07	2.86760390781283e-05	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
