	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2169	5.60328149336775	-3.92748468595183	0.598151663708984	-6.56603487750667	5.16727178961568e-11	2.47872461907928e-09	NA	NA	NA	NA	NA	NA	NA
ASV218	186.062418564517	-9.17297747812506	0.792178933313512	-11.5794261780688	5.23955955576792e-31	2.76474092559354e-28	NA	NA	NA	NA	NA	NA	NA
ASV22	1547.69861844827	-11.626018130543	0.839722381188096	-13.8450735516824	1.36241224519487e-43	1.61752393810761e-40	Fungi	NA	NA	NA	NA	NA	NA
ASV2209	8.02345147461402	-4.50695098569649	0.636811646227222	-7.07736897149705	1.46916990953037e-12	9.69039986161075e-11	NA	NA	NA	NA	NA	NA	NA
ASV221	1.7838755541838	-1.7197835708382	0.513649052896094	-3.34816848418504	0.000813475403734309	0.00872052977953551	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV2224	5.49418773470048	-3.89301433463465	0.584288084002827	-6.66283369663211	2.68597544799512e-11	1.37158036586332e-09	Fungi	NA	NA	NA	NA	NA	NA
ASV224	107.231279132791	7.19913281719513	1.10292890614458	6.52728637094165	6.69719274220429e-11	3.14900676561665e-09	NA	NA	NA	NA	NA	NA	NA
ASV228	97.3112729828743	5.55880453227035	1.02081998230298	5.44543076021066	5.16801639330234e-08	1.39342866298443e-06	NA	NA	NA	NA	NA	NA	NA
ASV2296	2.11402767170289	-2.11161459987244	0.562334939419886	-3.7550834064318	0.000173283763093226	0.00218282384861998	NA	NA	NA	NA	NA	NA	NA
ASV230	25.9441544150722	4.91427792942433	0.879795792928974	5.58570291983774	2.32756831188464e-08	6.78136313689581e-07	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV232	87.649747546785	5.56569815216317	0.84435622261117	6.5916469886978	4.34973873448749e-11	2.12957827320424e-09	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV233	18.3459133009158	4.63136342331386	0.964667408581899	4.80099501871029	1.57879196716405e-06	3.11107180583489e-05	Fungi	NA	NA	NA	NA	NA	NA
ASV2334	4.80627959055116	-3.67065732365839	0.584708075227537	-6.2777606111049	3.43484220789485e-10	1.34810459878451e-08	NA	NA	NA	NA	NA	NA	NA
ASV2344	2.77124542244137	-2.67118732852194	0.606226858022296	-4.40625038823948	1.05175380296703e-05	0.000180316924559221	NA	NA	NA	NA	NA	NA	NA
ASV2360	6.1734597343793	3.00837835608376	0.802795470492975	3.74737833814184	0.000178692459286319	0.00224500129404954	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV237	180.234735843439	-9.1269511626708	0.697712776932325	-13.081244122832	4.21484594383886e-39	3.33605056454846e-36	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV2390	1.57751086426123	-1.42230157952628	0.416492118238998	-3.41495437066138	0.000637926971247515	0.00702903755557877	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
ASV24	3.29185976770998	1.78615155500093	0.509925649612796	3.50276860235844	0.000460449278405019	0.00521879146335427	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	NA
ASV2403	3.5605846060167	-3.14214097964791	0.594666856705367	-5.28386767181933	1.26484630527944e-07	3.18438948780185e-06	NA	NA	NA	NA	NA	NA	NA
ASV242	22.1630993876687	4.90803309085476	0.962843352001707	5.09743675401734	3.4428338444879e-07	7.89855938525267e-06	Fungi	NA	NA	NA	NA	NA	NA
ASV2420	7.83390590339988	-4.46922572461202	0.597726258094659	-7.47704432269436	7.60127840119229e-14	6.44615555843968e-12	NA	NA	NA	NA	NA	NA	NA
ASV2423	2.02469428616499	-2.01698508690534	0.509027876838051	-3.9624255933375	7.41921330590496e-05	0.00101831919045499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV2425	1.81026186427313	-1.86027841919901	0.480041720366418	-3.87524321381702	0.000106518255271916	0.00142094155698407	NA	NA	NA	NA	NA	NA	NA
ASV243	7.0575001628521	2.97498173516253	0.821305056429196	3.62226156027447	0.000292038608447138	0.00347591817422421	NA	NA	NA	NA	NA	NA	NA
ASV2475	7.29864835335494	-2.34931058752295	0.662095703506614	-3.54829456690393	0.000387734329474153	0.00448017112085827	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA
ASV2479	8.09973165541091	1.94897442829809	0.520862572067023	3.74182084261432	0.000182691742707416	0.00228919020083778	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
ASV249	99.7480412226619	5.57647130877224	0.857362302240595	6.50421798835676	7.80985781531779e-11	3.56625141970617e-09	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV2494	3.36851113061071	-1.80663973819772	0.493442835665287	-3.66129490108395	0.000250943707693331	0.00304013180570313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
ASV252	21.330728503176	-6.00387070205292	0.728295796993074	-8.24372559451969	1.66929742587391e-16	2.0861824935461e-14	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV2521	2.02754470943832	-2.01975717084298	0.541846643684663	-3.72754393587867	0.000193354861353252	0.00241008461041101	NA	NA	NA	NA	NA	NA	NA
ASV253	8.38976216869439	3.47036779407521	0.822424263603193	4.21968070211218	2.44648563735049e-05	0.000385992036271677	NA	NA	NA	NA	NA	NA	NA
ASV255	16.404729447832	-5.60963603892199	0.802088943748093	-6.99378302449681	2.67571269158138e-12	1.69426127630933e-10	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV2567	5.90327296064675	-3.89610665794835	0.603257524610343	-6.45844684733095	1.05783003639519e-10	4.65151374337109e-09	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
ASV257	17.255394007354	-5.57650869628098	0.725023934491871	-7.69148221318962	1.45440155048203e-14	1.38139059264783e-12	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV2585	10.134962713793	2.99402233157788	0.783732338424018	3.82021027433736	0.000133337949956093	0.00174923183519748	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV259	18.6680000588308	-5.80433992658905	0.723425408425487	-8.02341175605376	1.02847877197872e-15	1.16291564003022e-13	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV261	48.289742445639	3.95445614023507	0.819503461666014	4.82542945236111	1.39701910256006e-06	2.8112049652787e-05	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV2627	4.30152631125957	-3.35437211570376	0.576923663212746	-5.81423909191744	6.09103049662534e-09	1.99491750541198e-07	NA	NA	NA	NA	NA	NA	NA
ASV267	12.3468660674157	-5.1778233475236	0.673715340403441	-7.68547639782547	1.52428707206065e-14	1.41938025592471e-12	NA	NA	NA	NA	NA	NA	NA
ASV27	1404.40929040824	8.30510383297785	1.1782969253205	7.04839642242027	1.80991397541565e-12	1.17743581770533e-10	NA	NA	NA	NA	NA	NA	NA
ASV270	11.6984532033058	-5.09490906523586	0.7669590337151	-6.64300026633293	3.07361284118966e-11	1.53648288240102e-09	NA	NA	NA	NA	NA	NA	NA
ASV2709	5.08300182693461	-3.7637255467471	0.544282825627249	-6.91501801918821	4.67803907051e-12	2.74271698096938e-10	NA	NA	NA	NA	NA	NA	NA
ASV2721	2.91734942836873	-2.77446798904997	0.585456843104933	-4.73897951954196	2.14797210622e-06	4.16355899283215e-05	NA	NA	NA	NA	NA	NA	NA
ASV273	7.78206541987208	3.35816381531063	0.860467810082964	3.90271870250073	9.51182254059891e-05	0.00127965000694913	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV2730	1.90942987056648	-1.88573328343327	0.483371391093954	-3.90120995610751	9.57130918067568e-05	0.00128401546042454	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	NA
ASV2740	27.2234518916327	4.33182419770469	0.905306260955008	4.78492680823288	1.71049652596955e-06	3.35667272802868e-05	Fungi	NA	NA	NA	NA	NA	NA
ASV2747	3.54961688188527	-3.14069323501489	0.508113347588363	-6.18108784176097	6.36613789768242e-10	2.38053455717274e-08	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV279	79.9002101213267	3.81904931042608	0.936697477853556	4.07714272827705	4.5592508268868e-05	0.000674513463454375	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV2829	2.15501347681745	-2.1631877653742	0.535585606312163	-4.03892065036827	5.36977252921915e-05	0.000773469589690299	NA	NA	NA	NA	NA	NA	NA
ASV284	10.9193730026471	3.86430457392614	0.888921938138936	4.34718101571048	1.37898408820725e-05	0.000233053218323708	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV2849	244.520809682054	-8.33129075772811	0.808110622871624	-10.3095919320091	6.37715189796995e-25	1.89281839771621e-22	Fungi	NA	NA	NA	NA	NA	NA
ASV2850	2.64317707871182	-2.58406262305806	0.497500461317348	-5.19409090840969	2.05722603564129e-07	4.98457471594923e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV286	7.94074048830614	3.38833355879807	0.830961358554498	4.07760664670648	4.55016609181385e-05	0.000674513463454375	Fungi	NA	NA	NA	NA	NA	NA
ASV287	35.2308260615769	5.36113910130091	0.992300540520793	5.40273725789487	6.56315605364266e-08	1.75103528644657e-06	NA	NA	NA	NA	NA	NA	NA
ASV2877	2.82296104809567	-2.70721525124124	0.578022364498132	-4.68358218905904	2.81904342253341e-06	5.33096273808898e-05	NA	NA	NA	NA	NA	NA	NA
ASV2879	2.05014921116273	-2.05472634868012	0.498009523823963	-4.12587761957425	3.69323635420516e-05	0.000569453878120789	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV289	77.3433470437306	6.5040168757336	1.00788583466476	6.4531285707542	1.0956432777612e-10	4.77358708815409e-09	Fungi	NA	NA	NA	NA	NA	NA
ASV2899	2.63947416724161	-2.43821853991471	0.54855589059915	-4.44479510966806	8.79756701792739e-06	0.000153038995487682	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV292	20.9290092778362	3.28400449124905	0.854356000661147	3.84383616280299	0.000121125886522888	0.00159342613600331	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV2973	1.73343202171218	-1.66367711429095	0.466229213766064	-3.56836737203199	0.000359212607534189	0.00419140214540507	NA	NA	NA	NA	NA	NA	NA
ASV2998	1.8056478201455	-1.75092149330623	0.458440242245035	-3.81930147478276	0.000133830118625277	0.00175085188251086	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	NA
ASV3	225.119557387213	6.32433712371894	1.01480349279561	6.23208056398825	4.6028064220133e-10	1.77545691639034e-08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	NA
ASV30	481.78431210827	8.49177510688961	1.10608509754409	7.67732530321986	1.62444550193521e-14	1.48355609397891e-12	NA	NA	NA	NA	NA	NA	NA
ASV3013	2.92656099847185	-2.51421660231488	0.470908537303296	-5.3390762815913	9.34213340363084e-08	2.39815089372123e-06	NA	NA	NA	NA	NA	NA	NA
ASV3026	4.81462312174692	-3.67351061007038	0.568349714881247	-6.46346873040649	1.02329689116735e-10	4.58456314731486e-09	NA	NA	NA	NA	NA	NA	NA
ASV3027	4.14906758432385	-3.4168009033591	0.554052501151026	-6.16692623219064	6.96302204279473e-10	2.56336369621955e-08	NA	NA	NA	NA	NA	NA	NA
ASV307	9.75757509691038	3.27154922758267	0.908754332966655	3.60003700549366	0.000318171895865542	0.00374009488481549	NA	NA	NA	NA	NA	NA	NA
ASV31	131.659875244753	-8.28844272939025	0.876429556568968	-9.45705523880061	3.16737453701911e-21	6.83720985286534e-19	NA	NA	NA	NA	NA	NA	NA
ASV3108	2.84930099210046	-2.72519073447724	0.565277315915964	-4.8209801768914	1.42854554051607e-06	2.85302567443673e-05	NA	NA	NA	NA	NA	NA	NA
ASV3111	2.53791672758833	-2.50248418879252	0.50712024176593	-4.93469592157906	8.02757278063929e-07	1.7019171042525e-05	NA	NA	NA	NA	NA	NA	NA
ASV3149	4.22745309907451	-3.45023144635513	0.587732045828817	-5.87041572914343	4.34703699022501e-09	1.4436418647957e-07	NA	NA	NA	NA	NA	NA	NA
ASV315	82.8111127728561	-7.79347869836144	0.716907483180811	-10.8709685436438	1.58509122121214e-27	5.3768558639546e-25	NA	NA	NA	NA	NA	NA	NA
ASV317	7.73500405062447	3.11649589405038	0.852791994925106	3.65446194687144	0.000257721882361536	0.00311430335708635	NA	NA	NA	NA	NA	NA	NA
ASV3180	2.16822668428395	-2.17296878829986	0.55467168755242	-3.91757653592963	8.94436520349759e-05	0.00121710001006906	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Monochaetia	NA
ASV32	744.86744530701	5.59502057508553	0.974983398029847	5.73858035571827	9.54734618515211e-09	3.00267198895943e-07	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV327	18.5216115746147	4.64483481183267	0.851571774330106	5.45442551273679	4.91314243222423e-08	1.33328648060759e-06	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV334	5.38000900167918	-3.86012107276331	0.608782451742536	-6.34072329403447	2.28688955144092e-10	9.36244696533871e-09	NA	NA	NA	NA	NA	NA	NA
ASV335	41.4271788575423	5.82026324576463	1.02203543725082	5.69477635865601	1.23533739137593e-08	3.76065209720788e-07	NA	NA	NA	NA	NA	NA	NA
ASV3369	4.47958948135761	2.5158303064264	0.748781487418053	3.35989918113692	0.000779709203976256	0.00841554320382554	NA	NA	NA	NA	NA	NA	NA
ASV3394	3.69580702942319	-3.08553122482521	0.534662345410817	-5.77099032933465	7.88069979782393e-09	2.52874617161256e-07	NA	NA	NA	NA	NA	NA	NA
ASV341	11.1607065646161	-4.90972889970851	0.753371291903699	-6.51701087162756	7.17222297141367e-11	3.30688222245083e-09	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV342	5.59761745897093	2.85938179043541	0.804408685375987	3.55463813658216	0.00037849962673544	0.00439084657934095	NA	NA	NA	NA	NA	NA	NA
ASV343	5.81161040897948	2.91784060293782	0.818726292219909	3.56387797810466	0.000365415874040827	0.00425333329857816	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV3436	2.94483035090238	-2.79479463733279	0.572175322484788	-4.88450747088467	1.03687711492778e-06	2.13165775705283e-05	NA	NA	NA	NA	NA	NA	NA
ASV346	39.7049731693336	5.75829440331101	1.03685430727636	5.55361960007389	2.79814058630083e-08	8.05355736020765e-07	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV349	12.8755417546919	-4.12454907814382	0.745707299665052	-5.53105632732365	3.18308083062754e-08	8.99788741943464e-07	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV35	220.243539010759	6.6646025628788	0.922884923734854	7.22148817417842	5.14216942425565e-13	3.64480038743135e-11	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV350	9.28023882178238	-4.73588422532777	0.760475339784578	-6.2275316207746	4.73841127289021e-10	1.80021721079645e-08	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV3520	7.92009010342801	3.38414477127913	0.8492070546653	3.98506436408837	6.74618370440867e-05	0.000934041586362588	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV356	35.497328389938	-6.75883541047737	0.769410477895679	-8.78443380308862	1.57154094398335e-18	2.66544569392034e-16	NA	NA	NA	NA	NA	NA	NA
ASV3589	2.02935192944308	-2.02022739209	0.494406169207609	-4.08616946533624	4.38553513823157e-05	0.000659079315552585	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV359	44.1342255601666	5.91221743203791	0.948845342423815	6.23096006029309	4.63585297183413e-10	1.77545691639034e-08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV3596	2.63877873526969	-2.58090902815537	0.527433900429007	-4.89333170669556	9.91430963512714e-07	2.0560286662541e-05	NA	NA	NA	NA	NA	NA	NA
ASV361	31.5876460823858	5.0079847826131	1.03436435082602	4.84160613096715	1.28793856168348e-06	2.60273201252547e-05	NA	NA	NA	NA	NA	NA	NA
ASV3648	2.16683582034011	-2.17263923821476	0.502132937405044	-4.3268208005686	1.51276935412891e-05	0.000253856595857181	NA	NA	NA	NA	NA	NA	NA
ASV367	22.2181636762433	4.91135661932819	0.961180065565876	5.10971543759256	3.2264439461e-07	7.47433282928238e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV3706	2.64570711574788	-2.43997456254449	0.48080124747942	-5.07480913441043	3.87885149859171e-07	8.73017334920001e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV3707	4.13401013407184	-3.41111613709055	0.550263782200735	-6.19905624798359	5.68027306139660e-10	2.14092196575972e-08	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV371	9.88219599961038	3.48239266523594	0.936179052098869	3.71979340643073	0.000199385802637902	0.00247227983479738	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV3710	3.98823259819748	2.33280573243569	0.692016187376531	3.37102769413454	0.000748883290303977	0.00811974142843284	NA	NA	NA	NA	NA	NA	NA
ASV3753	37.5826685830456	-6.29614677418133	0.653262347847868	-9.63800652972515	5.52504614421765e-22	1.38097074415208e-19	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV38	120.665185889183	6.78545959728106	1.10131995536899	6.16120643615109	7.21928043229621e-10	2.63725867484421e-08	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV3809	2.17279370911696	-2.0174746612723	0.516593763913449	-3.90534071876701	9.40927179139646e-05	0.00126944976526539	NA	NA	NA	NA	NA	NA	NA
ASV381	15.994734378161	-5.57153971924383	0.761517135814282	-7.31636815143529	2.54772103085959e-13	2.05069952128003e-11	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV3863	8.49068071321618	2.55786308787164	0.691216850082634	3.70052189492465	0.000215156513452044	0.00262667938916133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV3865	2.75400088561068	-2.66398555028613	0.512788977041725	-5.19509129399513	2.04619400918545e-07	4.98326941006242e-06	NA	NA	NA	NA	NA	NA	NA
ASV388	10.6415968623146	-2.97092210833492	0.785275140730954	-3.78328811678606	0.000154770082186254	0.00196524898476609	Viridiplantae	Anthophyta	Eudicotyledonae	Ericales	Ericaceae	Pyrola	NA
ASV39	1505.32196037211	-10.5265461636322	0.940446423850738	-11.1931375319929	4.40562962794105e-29	1.92009136875221e-26	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Picoa	NA
ASV390	72.7213500425821	6.63686810014847	1.05155265958769	6.31149380835646	2.76354860036643e-10	1.10286489942354e-08	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV3925	3.31767156764296	-3.01587891492679	0.620490200567476	-4.8604779127351	1.17102709243793e-06	2.37658447093493e-05	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV397	64.0146850480323	5.86757288821922	1.04704186113699	5.60395253141796	2.09518109742191e-08	6.2187593947854e-07	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	NA	NA
ASV398	14.4207286954382	4.27625833926623	0.921667601237931	4.63969692926452	3.48920502115996e-06	6.42257156801886e-05	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
ASV3992	1.84618013329707	-1.8118587573205	0.468706036960713	-3.86566123421271	0.000110788629265044	0.00146965139770865	NA	NA	NA	NA	NA	NA	NA
ASV3995	2.20706522738078	-2.2154302220043	0.512378223237994	-4.32381807330492	1.53351772254135e-05	0.000255532479450838	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV3997	2.34314715072937	-1.88886274335301	0.461471019590308	-4.09313404995602	4.25581516027076e-05	0.00064161479987701	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV4	536.094028539556	7.46123025924841	0.991276098296691	7.52689414389092	5.19614616783829e-14	4.48663602746619e-12	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV40	11.5442681895305	2.79244226854284	0.8026787633325	3.47890388547143	0.000503469126603925	0.00567927525473168	Fungi	NA	NA	NA	NA	NA	NA
ASV4046	2.63638984376873	-2.57172179094865	0.543319184175942	-4.73335355321422	2.20840318148164e-06	4.2632954101042e-05	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae
ASV4056	3.45083951765239	-3.08838157012786	0.560983138317973	-5.50530195860775	3.68536040887452e-08	1.0234957065348e-06	NA	NA	NA	NA	NA	NA	NA
ASV41	664.544468793778	6.52894466940882	0.874045273864777	7.46980146753693	8.03159036545304e-14	6.69158292026956e-12	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV4155	13.3712765537691	2.83949771480245	0.600642648782093	4.72743272653053	2.2737636018515e-06	4.37170175918736e-05	NA	NA	NA	NA	NA	NA	NA
ASV42	3.91445604942961	-2.72693715541404	0.551597602696377	-4.94370740932147	7.6650718316454e-07	1.63970387966144e-05	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA
ASV422	48.853806396185	4.8250378738999	0.836896421636177	5.76539431781379	8.14671391177366e-09	2.59656002463175e-07	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV4277	97.4630240758695	5.11049883895062	0.804088397778438	6.35564305251771	2.07556488509027e-10	8.57118055590757e-09	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV4306	2.11478406977677	-2.11913603128936	0.516569983011535	-4.1023212749124	4.09025782401594e-05	0.000620595348442547	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV431	19.4734462928561	-5.86759136776752	0.77459256205699	-7.5750680489181	3.58939439666328e-14	3.21623282825545e-12	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV4318	51.046389608653	6.12357616974825	0.930914985297839	6.57801868748418	4.76758321608840e-11	2.31033190746978e-09	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV435	11.8492734046258	-3.54137736857551	0.716571884303306	-4.94211040950714	7.72814271950765e-07	1.64578250111847e-05	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pithomyces	NA
ASV439	7.57126917289006	3.31545043399692	0.877083342392603	3.7800859664632	0.000156774219556193	0.00198538871645962	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV44	661.293737371557	9.24338861995052	1.17051565191716	7.89685178904783	2.86036157784326e-15	2.95301242025601e-13	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	NA
ASV440	6.32803924535434	3.0436362601094	0.876465417858356	3.47262561430721	0.000515393762185634	0.00580001179293738	NA	NA	NA	NA	NA	NA	NA
ASV4432	68.5104317779925	6.55041475775242	0.94274405934777	6.94824294335439	3.69863681225006e-12	2.28114626251631e-10	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV4438	10.7959273872452	3.41312058525738	0.84967367271732	4.01697815861702	5.89491853225503e-05	0.000829236011818092	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV446	9.0236286201979	-4.37136715766809	0.622604181094513	-7.02110151265512	2.2012584292516e-12	1.41267247033998e-10	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV449	73.807320045518	6.65827622084961	1.07802043096742	6.17639149461617	6.55832450280235e-10	2.43324086436003e-08	NA	NA	NA	NA	NA	NA	NA
ASV45	49.3575448553185	3.46725498710497	0.979221210463948	3.54082913038843	0.000398871802096145	0.00459767521396746	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV456	14.4671014092502	4.28134488236828	0.990729003026381	4.32140864887376	1.55036237338616e-05	0.000256539056139751	NA	NA	NA	NA	NA	NA	NA
ASV4580	2.08730381938575	-2.08240804439939	0.515503360576583	-4.03956250075703	5.35509969046938e-05	0.000773469589690299	Fungi	NA	NA	NA	NA	NA	NA
ASV4592	3.06942866660876	-2.87249401105698	0.513015758128368	-5.59923153537561	2.15304077636639e-08	6.35080164407701e-07	NA	NA	NA	NA	NA	NA	NA
ASV4594	2.64572479265249	-2.5847718970727	0.554295786628568	-4.66316353006081	3.113851158941e-06	5.79908986423953e-05	NA	NA	NA	NA	NA	NA	NA
ASV46	823.231081816486	-10.8649965969698	0.626562703945539	-17.3406373034201	2.32148650714295e-67	1.10247394224219e-63	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV462	45.6335644529753	5.96078667464561	0.969860705032911	6.14602348946938	7.94495232351209e-10	2.85837716548174e-08	Fungi	NA	NA	NA	NA	NA	NA
ASV4689	1.83992124554979	-1.80839801786739	0.447299628366374	-4.04292313962346	5.27889289364321e-05	0.000769001912635325	Fungi	NA	NA	NA	NA	NA	NA
ASV4690	2.53189350625534	-2.49800244771623	0.547640032715728	-4.56139489169322	5.08149115354762e-06	9.28153903392217e-05	NA	NA	NA	NA	NA	NA	NA
ASV4699	1.8947547240008	-1.87434733384631	0.494223308914462	-3.79251099662464	0.000149131644367916	0.00191650170200709	NA	NA	NA	NA	NA	NA	NA
ASV47	741.531085142311	9.99259927998433	1.17202369054461	8.52593625930976	1.51578720320056e-17	2.39949114266648e-15	NA	NA	NA	NA	NA	NA	NA
ASV4790	1.8982318838604	-1.8777922489779	0.467496421580802	-4.01669865756041	5.90191139175648e-05	0.000829236011818092	NA	NA	NA	NA	NA	NA	NA
